date,time,latitude,longitude,elevation,heart_rate,cadence
2018-6-6,15:15:43,50.89610704220831394195556640625,4.70638423226773738861083984375,36,173,77
2018-6-6,15:15:48,50.89592163451015949249267578125,4.70638724975287914276123046875,36.40000152587890625,173,77
2018-6-6,15:15:54,50.89570253156125545501708984375,4.706390686333179473876953125,35.59999847412109375,173,76
2018-6-6,15:16:0,50.8954841829836368560791015625,4.70637232996523380279541015625,35.799999237060546875,174,76
2018-6-6,15:16:5,50.895301960408687591552734375,4.7063740901648998260498046875,36.200000762939453125,174,76
2018-6-6,15:16:11,50.8950929157435894012451171875,4.70638138242065906524658203125,36.200000762939453125,174,76
2018-6-6,15:16:16,50.89490599930286407470703125,4.70635590143501758575439453125,36.200000762939453125,175,76
2018-6-6,15:16:21,50.8947318233549594879150390625,4.70628364942967891693115234375,36.40000152587890625,175,76
2018-6-6,15:16:27,50.89454046450555324554443359375,4.706128500401973724365234375,36.200000762939453125,175,76
2018-6-6,15:16:32,50.8943925239145755767822265625,4.7059452719986438751220703125,36,175,76
2018-6-6,15:16:37,50.89422949589788913726806640625,4.70580118708312511444091796875,36.40000152587890625,173,76
2018-6-6,15:16:45,50.894072167575359344482421875,4.70576941967010498046875,36.40000152587890625,171,50
2018-6-6,15:16:49,50.89404006488621234893798828125,4.70576162450015544891357421875,36.40000152587890625,171,50
2018-6-6,15:16:50,50.89403017424046993255615234375,4.70575827173888683319091796875,36.40000152587890625,169,50
2018-6-6,15:16:56,50.893972255289554595947265625,4.705750644207000732421875,36,168,50
2018-6-6,15:17:0,50.8939375542104244232177734375,4.705772101879119873046875,36.40000152587890625,165,50
2018-6-6,15:17:5,50.8938875980675220489501953125,4.705796577036380767822265625,36.200000762939453125,162,56
2018-6-6,15:17:11,50.8938279189169406890869140625,4.705841504037380218505859375,36.40000152587890625,159,50
2018-6-6,15:17:17,50.89376228861510753631591796875,4.70591048710048198699951171875,36.200000762939453125,156,50
2018-6-6,15:17:20,50.89373077265918254852294921875,4.7059533186256885528564453125,36.200000762939453125,153,50
2018-6-6,15:17:23,50.89370328001677989959716796875,4.70597418956458568572998046875,36.200000762939453125,150,50
2018-6-6,15:17:28,50.89365818537771701812744140625,4.70602984540164470672607421875,36.40000152587890625,147,50
2018-6-6,15:17:33,50.89361174963414669036865234375,4.70608164556324481964111328125,36.40000152587890625,142,50
2018-6-6,15:17:38,50.89355072937905788421630859375,4.70613487064838409423828125,36.59999847412109375,139,50
2018-6-6,15:17:40,50.89353379793465137481689453125,4.70615188591182231903076171875,36.40000152587890625,136,50
2018-6-6,15:17:48,50.893453247845172882080078125,4.70623604021966457366943359375,36.59999847412109375,133,48
2018-6-6,15:17:51,50.89342500083148479461669921875,4.70626085065305233001708984375,37,132,49
2018-6-6,15:17:57,50.8933501504361629486083984375,4.706292785704135894775390625,36.799999237060546875,130,49
2018-6-6,15:17:59,50.89332760311663150787353515625,4.70630393363535404205322265625,36.799999237060546875,127,49
2018-6-6,15:18:1,50.89330446906387805938720703125,4.70631030388176441192626953125,36.799999237060546875,127,49
2018-6-6,15:18:3,50.89327923953533172607421875,4.70631952397525310516357421875,36.799999237060546875,124,49
2018-6-6,15:18:17,50.8930936641991138458251953125,4.70632656477391719818115234375,37,122,49
2018-6-6,15:18:26,50.89298629201948642730712890625,4.7063140757381916046142578125,36.799999237060546875,121,49
2018-6-6,15:18:32,50.892907083034515380859375,4.7063130699098110198974609375,36.799999237060546875,120,48
2018-6-6,15:18:35,50.892875902354717254638671875,4.70631214790046215057373046875,36.799999237060546875,119,47
2018-6-6,15:18:44,50.8927637524902820587158203125,4.706304855644702911376953125,37,122,58
2018-6-6,15:18:46,50.8927241899073123931884765625,4.70630963332951068878173828125,37.200000762939453125,123,73
2018-6-6,15:18:54,50.8925287239253520965576171875,4.70632220618426799774169921875,37,126,72
2018-6-6,15:19:1,50.89236862957477569580078125,4.7063388861715793609619140625,37.200000762939453125,128,73
2018-6-6,15:19:9,50.8921750076115131378173828125,4.70631198026239871978759765625,37.200000762939453125,130,73
2018-6-6,15:19:17,50.89199186302721500396728515625,4.70630460418760776519775390625,37,133,72
2018-6-6,15:19:26,50.89179706759750843048095703125,4.7062859125435352325439453125,37,136,72
2018-6-6,15:19:33,50.89163613505661487579345703125,4.70630225725471973419189453125,37,139,74
2018-6-6,15:19:42,50.89144066907465457916259765625,4.7063050232827663421630859375,37,139,73
2018-6-6,15:19:50,50.8912613801658153533935546875,4.70626093447208404541015625,37.40000152587890625,139,73
2018-6-6,15:19:58,50.891067422926425933837890625,4.70625959336757659912109375,37.200000762939453125,139,73
2018-6-6,15:19:59,50.8910416066646575927734375,4.7062600962817668914794921875,37.40000152587890625,138,73
2018-6-6,15:20:8,50.890837423503398895263671875,4.70624408684670925140380859375,37.59999847412109375,138,73
2018-6-6,15:20:16,50.890637598931789398193359375,4.706255234777927398681640625,37.59999847412109375,138,73
2018-6-6,15:20:24,50.89044523425400257110595703125,4.70626872964203357696533203125,37.59999847412109375,140,73
2018-6-6,15:20:32,50.89024675078690052032470703125,4.7062751837074756622314453125,37.799999237060546875,142,73
2018-6-6,15:20:36,50.8901539631187915802001953125,4.7062885947525501251220703125,37.59999847412109375,145,72
2018-6-6,15:20:43,50.8899943716824054718017578125,4.70629714429378509521484375,37.799999237060546875,146,73
2018-6-6,15:20:52,50.88979228399693965911865234375,4.70628918148577213287353515625,37.40000152587890625,146,73
2018-6-6,15:20:59,50.8896168507635593414306640625,4.70628716982901096343994140625,37.40000152587890625,145,72
2018-6-6,15:21:7,50.8894170261919498443603515625,4.70629270188510417938232421875,37.40000152587890625,145,73
2018-6-6,15:21:8,50.8893959037959575653076171875,4.706304185092449188232421875,37.59999847412109375,146,73
2018-6-6,15:21:16,50.889208652079105377197265625,4.70631751231849193572998046875,37,146,73
2018-6-6,15:21:24,50.8890173770487308502197265625,4.70632530748844146728515625,37,148,73
2018-6-6,15:21:33,50.88881696574389934539794921875,4.70630644820630550384521484375,37,148,72
2018-6-6,15:21:41,50.88862560689449310302734375,4.70628465525805950164794921875,37.200000762939453125,147,73
2018-6-6,15:21:49,50.8884366787970066070556640625,4.70627845264971256256103515625,37.200000762939453125,147,73
2018-6-6,15:21:57,50.88824867270886898040771484375,4.70628582872450351715087890625,37.40000152587890625,144,72
2018-6-6,15:22:2,50.8881476707756519317626953125,4.7062964737415313720703125,37.200000762939453125,141,72
2018-6-6,15:22:6,50.888065360486507415771484375,4.70631189644336700439453125,37.40000152587890625,140,73
2018-6-6,15:22:11,50.88797642849385738372802734375,4.7063077054917812347412109375,37.40000152587890625,143,71
2018-6-6,15:22:16,50.887952037155628204345703125,4.706464111804962158203125,37.40000152587890625,142,72
2018-6-6,15:22:26,50.88795396499335765838623046875,4.70674934796988964080810546875,37,142,71
2018-6-6,15:22:34,50.88796150870621204376220703125,4.7070463187992572784423828125,37.40000152587890625,142,73
2018-6-6,15:22:35,50.8879468403756618499755859375,4.70706651918590068817138671875,37.40000152587890625,144,73
2018-6-6,15:22:43,50.887802504003047943115234375,4.7072776593267917633056640625,37.59999847412109375,145,72
2018-6-6,15:22:51,50.88770334608852863311767578125,4.70751914195716381072998046875,38,147,72
